5; 5; 5; 85315; 85588
5; 5; 5; 83301; 83092
5; 5; 5; 86863; 87586
5; 5; 5; 85050; 84527
5; 5; 5; 88332; 88687
5; 5; 5; 84981; 85391
5; 5; 5; 93843; 94482
5; 5; 5; 86334; 86672
5; 5; 5; 88513; 88529
5; 5; 5; 89771; 90242
5; 5; 5; 88369; 88788
5; 5; 5; 86440; 86427
5; 5; 5; 92932; 93268
5; 5; 5; 90434; 90783
5; 5; 5; 91058; 91529
5; 5; 5; 89177; 89439
5; 5; 5; 91202; 91450
5; 5; 5; 90292; 90636
5; 5; 5; 88829; 88739
5; 5; 5; 94538; 95477
5; 5; 5; 101114; 101287
5; 5; 5; 88818; 88932
5; 5; 5; 88520; 88484
5; 5; 5; 90812; 91132
5; 5; 5; 91545; 91768
5; 5; 5; 89231; 89271
5; 5; 5; 104054; 105164
5; 5; 5; 93522; 93614
5; 5; 5; 94318; 94692
5; 5; 5; 97086; 97606
5; 5; 5; 92608; 92868
5; 5; 5; 96003; 96489
5; 5; 5; 98697; 99788
5; 5; 5; 93888; 93251
5; 5; 5; 102721; 103189
5; 5; 5; 93995; 94061
5; 5; 5; 97313; 97498
5; 5; 5; 97592; 98086
5; 5; 5; 96936; 96959
5; 5; 5; 95370; 95709
5; 5; 5; 97488; 97704
5; 5; 5; 99451; 99988
5; 5; 5; 99360; 99588
5; 5; 5; 100053; 100407
5; 5; 5; 99134; 99418
5; 5; 5; 103159; 103639
5; 5; 5; 107442; 108453
5; 5; 5; 99226; 98662
5; 5; 5; 99421; 99853
5; 5; 5; 102049; 102355
5; 5; 5; 102887; 103247
5; 5; 5; 103600; 103724
5; 5; 5; 97911; 97961
5; 5; 5; 102323; 103077
5; 5; 5; 101951; 101944
5; 5; 5; 109007; 109364
5; 5; 5; 102704; 102959
5; 5; 5; 103593; 104204
5; 5; 5; 102877; 103197
5; 5; 5; 104162; 104563
5; 5; 5; 102818; 102681
5; 5; 5; 101063; 101182
5; 5; 5; 101319; 101390
5; 5; 5; 105743; 106059
5; 5; 5; 102885; 102911
5; 5; 5; 104273; 104480
5; 5; 5; 102077; 102316
5; 5; 5; 103699; 103924
5; 5; 5; 105621; 105721
5; 5; 5; 107667; 108689
5; 5; 5; 118102; 118419
5; 5; 5; 113061; 113290
5; 5; 5; 104485; 104806
5; 5; 5; 105583; 105430
5; 5; 5; 105818; 106274
5; 5; 5; 104376; 103752
5; 5; 5; 108225; 108946
5; 5; 5; 109310; 109759
5; 5; 5; 110880; 111631
5; 5; 5; 110045; 109784
5; 5; 5; 111700; 111831
5; 5; 5; 105344; 105441
5; 5; 5; 105327; 105234
5; 5; 5; 105357; 105413
5; 5; 5; 105854; 106047
5; 5; 5; 107655; 108117
5; 5; 5; 107942; 108044
5; 5; 5; 107941; 108240
5; 5; 5; 106532; 106408
5; 5; 5; 106718; 106440
5; 5; 5; 109696; 110012
5; 5; 5; 112126; 112253
5; 5; 5; 107272; 107355
5; 5; 5; 113860; 114565
5; 5; 5; 112179; 112476
5; 5; 5; 110510; 110985
5; 5; 5; 111072; 111604
5; 5; 5; 109690; 109232
5; 5; 5; 107887; 107917
5; 5; 5; 109663; 109679
5; 5; 5; 110010; 110377
5; 5; 5; 112280; 112506
5; 5; 5; 110614; 110873
5; 5; 5; 113346; 113736
5; 5; 5; 112806; 112776
5; 5; 5; 110201; 110503
5; 5; 5; 113660; 113678
5; 5; 5; 111276; 111362
5; 5; 5; 110499; 110794
5; 5; 5; 115473; 115701
5; 5; 5; 110034; 109749
